name,id,principal,agent,date formed,status,type,street,city,state,zip
"SCHNITZLER LAW, LLC",1273694,"MARK J. SCHNITZLER, ESQ.",MARK J. SCHNITZLER,05/17/2018,Active,Domestic Limited Liability Company,"1300 POST ROAD, SUITE 207",FAIRFIELD,CT,6824
"SCHREIBER LAW, LLC",1111368,JEFFREY SCHREIBER,"NATIONAL REGISTERED AGENTS, INC.",06/27/2013,Active,Foreign Limited Liability Company,"53 STILES ROAD, SUITE A-102",SALEM,NH,3079
"SCHWARTZ LAW OFFICES, LLC",614773,,SCOTT M. SCHWARTZ,02/25/1999,Active,Domestic Limited Liability Company,"406 FARMINGTON AVENUE, SUITE 1002",FARMINGTON,CT,6032
"SCOPELLITI LAW, LLC",1311623,RYAN SCOPELLITI,"RYAN M. SCOPELLITI, ESQ.",06/05/2019,Active,Domestic Limited Liability Company,3205 REDDING ROAD,FAIRFIELD,CT,6824
"SCOTT ALLAN SANDLER, ATTORNEY AT LAW, LLC",1247391,SCOTT SANDLER,SCOTT ALLAN SANDLER,08/15/2017,Active,Domestic Limited Liability Company,"664 FARMINGTON AVENUE, 3RD FLOOR",HARTFORD,CT,6105
"SCOTT HEMPLING, ATTORNEY AT LAW, LLC",1050097,SCOTT HEMPLING,SECRETARY OF THE STATE OF CONNECTICUT,10/03/2011,Cancelled,Foreign Limited Liability Company,417 ST. LAWRENCE DRIVE,SILVER SPRING,MD,20901
"SCOTT LOWERY LAW OFFICE, P.C.",734212,"PHILIP SCOTT LOWERY, ROBERT GREGORY BUSCH (""ROB"")",SECRETARY OF THE STATE OF CONNECTICUT,12/16/2002,Withdrawn,Foreign Stock Corporation,"5680 GREENWOOD PLAZA BLVD, SUITE 500",GREENWOOD VILLAGE,CO,80111
"SCOTT + SCOTT ATTORNEYS AT LAW, LLP",869054,,,08/10/2006,Active,Domestic Limited Liability Partnership,"156 SOUTH MAIN ST, PO BOX 192",COLCHESTER,CT,6415
SCULLY LAW LLC,896063,JOANNE SCULLY,JOHN SCULLY,04/12/2007,Dissolved,Domestic Limited Liability Company,86 POPPLE SWAMP RD.,CORNWALL BRIDGE,CT,6754
"SEAN M. NOURIE, ATTORNEY AT LAW, LLC",1188128,SEAN M. NOURIE,SEAN MICHAEL NOURIE,10/08/2015,Active,Domestic Limited Liability Company,11 ENGLEWOOD DRIVE,MANCHESTER,CT,6042
"SECOLA LAW OFFICES, LLC",571333,JOSEPH PAUL SECOLA,"GERALD HECHT, ESQ.",09/11/1997,Active,Domestic Limited Liability Company,65 MAIN STREET,DANBURY,CT,6810
"SERRANO LAW FIRM, LLC",1117956,JOHN SERRANO,JOHN SERRANO,09/04/2013,Active,Domestic Limited Liability Company,690 FLATBUSH AVE.,WEST HARTFORD,CT,6110
"SERRANTINO LAW, LLC",1281507,JOSEPH SERRANTINO,JOSEPH SERRANTINO,08/08/2018,Active,Domestic Limited Liability Company,"955 SOUTH MAIN STREET, SUITE A3",MIDDLETOWN,CT,6457
"SEWALL IMMIGRATION LAW, LLC",1191894,DEREK MILLER SEWALL,DEREK MILLER SEWALL,11/27/2015,Dissolved,Domestic Limited Liability Company,"157 CHURCH ST, 19TH FL",NEW HAVEN,CT,6510
"SEYMOUR LAW FIRM, LLC",747680,GARY L. SEYMOUR,GARY L. SEYMOUR,05/02/2003,Active,Domestic Limited Liability Company,215 CORAM AVENUE,SHELTON,CT,6484
"SGA LAW, LLC",1275701,SHANA G. ALTMAN,SHANA G. ALTMAN,06/09/2018,Active,Domestic Limited Liability Company,"998 FARMINGTON AVENUE, SUITE 220",WEST HARTFORD,CT,6107
"SHAE LAW OFFICE, LLC",1060639,PAUL SHAE,PAUL ALLAN SHAE,01/30/2012,Dissolved,Domestic Limited Liability Company,23 BOSTON ST.,GUILFORD,CT,6437
"SHALVOY LAW, LLC",1117440,"WALTER A. SHALVOY, JR.",EILEEN P. SHALVOY,08/27/2013,Active,Domestic Limited Liability Company,10 QUEEN STREET,NEWTOWN,CT,6470
"SHAPIRO LAW OFFICES, LLC",1016375,"DEBORAH D. SHAPIRO, SARAH H. SHAPIRO",JONATHAN M. SHAPIRO,09/27/2010,Active,Domestic Limited Liability Company,32 WASHINGTON STREET,MIDDLETOWN,CT,6457
"SHEA LAW, INC.",829566,"ROBERT F. SHEA, JR.","ROBERT F. SHEA, JR.",08/03/2005,Active,Domestic Stock Corporation,55 SHEEP HILL DR,WEST HARTFORD,CT,6117
"SHEELEY LAW GROUP, LLC",1029648,"BETHANNE T. SHEELEY, RICHARD S. SHEELEY",RICHARD S. SHEELEY,02/22/2011,Dissolved,Domestic Limited Liability Company,8 PORTAGE TRAIL,EAST HAMPTON,CT,6424
SHEHU LAW FIRM LLC,1315582,BENIAMIR SHEHU,BENIAMIR SHEHU,07/16/2019,Active,Domestic Limited Liability Company,"580 BURNSIDE AVENUE, SUITE 5",EAST HARTFORD,CT,6108
"SHEIKH LAW GROUP, PLLC",1282166,UMAR FAROOQ,BABATUNE ADEBAYO,08/16/2018,Active,Domestic Limited Liability Company,652 CENTER STREET,MANCHESTER,CT,6040
"SHEILA M. PRATS, ATTORNEY AT LAW, LLC",839231,SHEILA M. PRATS,SHEILA M. PRATS,11/10/2005,Dissolved,Domestic Limited Liability Company,"542 HOPMEADOW, PMB 243",SIMSBURY,CT,
"SHEPHERD LAW, PLLC",1308032,COURTNEY SHEPHERD,COURTNEY SHEPHERD,04/30/2019,Active,Domestic Limited Liability Company,"360 STATE ST, APT 1622",NEW HAVEN,CT,6510
"SHEPHERDS PRIVATE COUNSELORS AT LAW, LLC",1278633,WILLIAM A. LICHTENFELS,"LAW OFFICE OF WILLIAM A. LICHTENFELS, LLC",07/09/2018,Active,Domestic Limited Liability Company,"15 LEWIS ST., SUITE 402",HARTFORD,CT,6103
"SHERLOCK LAW, LLC",925766,J. RICHARD SHERLOCK,J. RICHARD SHERLOCK,01/25/2008,Dissolved,Domestic Limited Liability Company,"ONE EXCHANGE PLACE, 21 WEST MAIN ST., 4TH FL.",WATERBURY,CT,6702
SHERMAN LAW LLC,879053,ANNE M. NICOTRA,ROBERT L. HIRTLE,11/15/2006,Active,Domestic Limited Liability Company,870 CLINTONVILLE ROAD,WALLINGFORD,CT,6492
"SHERMETA LAW GROUP, PLLC",1254836,"DAVID KENNETH PURO, KYLE JOHN VONALLMEN, SLG HOLDINGS, LLC",SECRETARY OF THE STATE OF CONNECTICUT,11/06/2017,Withdrawn,Foreign Limited Liability Company,"1030 DORIS ROAD, SUITE 200",AUBURN HILLS,MI,48326
SHIELDS LAW LLC,1036787,DAVID S. SHIELDS II,DAVID S. SHIELDS II,05/02/2011,Active,Domestic Limited Liability Company,33 CHURCH STREET,MYSTIC,CT,6355
SHOFI LAW LLC,1230756,DAVID MICHAEL SHOFI,LEANNE MURRAY SHOFI,02/23/2017,Active,Domestic Limited Liability Company,95 STANDISH DRIVE,RIDGEFIELD,CT,6877
"SIDERA LAW, LLC",856064,"LOUIS SIDERA, III","LOUIS SIDERA, III",04/11/2006,Dissolved,Domestic Limited Liability Company,48 JACKSON LANE,NORTHFORD,CT,6472
"SIMMONS LAW FIRM, LLC",1333135,MISTY SIMMONS,MISTY SIMMONS,01/15/2020,Active,Domestic Limited Liability Company,140 FARMINGTON AVENUE,BRISTOL,CT,6010
"SIMONE R. COLEY ATTORNEY AT LAW, LLC",968811,SIMONE R. COLEY,SHARON LAWRENCE,04/13/2009,Active,Domestic Limited Liability Company,25 MCLEOD PLACE,STRATFORD,CT,6614
"SIPOS LAW, LLC",1137458,VICTOR SIPOS,SECRETARY OF THE STATE OF CONNECTICUT,03/24/2014,Cancelled,Foreign Limited Liability Company,"10421 SOUTH JORDAN GATEWAY, SUITE 600",SOUTH JORDAN,UT,84095
"SLOANE LAW FIRM, P.C.",742221,CRAIG A. SLOANE,SECRETARY OF THE STATE,03/06/2003,Withdrawn,Foreign Stock Corporation,P.O. BOX 2006,NORWALK,CT,6852
"SMITH AND HILL, PROFESSIONAL CORPORATION, ATTORNEYS AT LAW",42792,,B CHRISTOPHER HILL,05/30/1974,Dissolved,Domestic Stock Corporation,"ROUTE 80, 1764 FOXON RD",NO BRANFRD,CT,6471
"SMITH LAW FIRM, LLC",867879,"CHARNINA SMITH, ESQ",CHARNINA SMITH,07/31/2006,Active,Domestic Limited Liability Company,15 JUNE ST,WOODBRIDGE,CT,6525
"SMITH LAW, LLC",988017,"ROBERT A. SMITH, JR.","ROBERT A. SMITH, JR., ESQ.",11/12/2009,Dissolved,Domestic Limited Liability Company,98 HEMINGWAY AVENUE,EAST HAVEN,CT,6512
"SMITH & SMITH LAW OFFICES, L.L.C.",527768,,JAMES R. SMITH ESQ.,12/18/1995,Dissolved,Domestic Limited Liability Company,459 MIDDLEBURY ROAD,MIDDLEBURY,CT,6762
"SOBEL LAW, LLC",979795,"RICHARD G. SOBEL, STACEY G. SOBEL",RICHARD G. SOBEL,08/07/2009,Dissolved,Domestic Limited Liability Company,19 CLOVER LANE,WESTPORT,CT,6880
"SOBOCINSKI LAW OFFICES, LLC",850518,NANCY L. SOBOCINSKI,NANCY L. SOBOCINSKI,02/23/2006,Active,Domestic Limited Liability Company,99 GULF ST.,MILFORD,CT,6460
"SOCIAL SECURITY DISABILITY ASSISTANCE LAW FIRM, LLP",981599,,,08/31/2009,Active,Foreign Limited Liability Partnership,"4111 SOUTH DARLINGTON, SUITE 1075",TULSA,OK,74135
"SOKOLOVE LAW, LLC",913169,SHC  LAW GROUP LLC,CORPORATION SERVICE COMPANY,09/21/2007,Active,Foreign Limited Liability Company,"970 FARMINGTON AVE, SUITE 205",WEST HARTFORD,CT,6107
SOLUTIONS BY LAW LLC,658556,,LYDIA A. WHITAKER,10/04/2000,Active,Domestic Limited Liability Company,148 VALLEY RD,N. BRANFORD,CT,6471
SOUZA IMMIGRATION LAW LLC,1247933,CHRISTINE SOUZA,CHRISTINE SOUZA,08/21/2017,Active,Domestic Limited Liability Company,111 BLANKET MEADOW ROAD,MONROE,CT,6468
"SPADA AND VINKELS, P.C., ATTORNEYS AT LAW",43203,,ARTHUR L SPADA,08/31/1970,Dissolved,Domestic Stock Corporation,233 WASHINGTON ST,HARTFORD,CT,6106
"SPAIDE LAW, LLC",1109560,HEATHER SPAIDE,HEATHER SPAIDE,06/11/2013,Dissolved,Domestic Limited Liability Company,7133 AVALON DRIVE EAST,NEW CANAAN,CT,6840
SPANNHAKE LAW LLC,1103033,"JAMIE J. SPANNHAKE, ESQ.",JAMIE J. SPANNHAKE,04/01/2013,Dissolved,Domestic Limited Liability Company,16 PAINTER RIDGE ROAD,WASHINGTON,CT,6793
"SPEARS LAW, LLC.",1276376,WESLEY SPEARS,WESLEY SPEARS,06/12/2018,Active,Domestic Limited Liability Company,1 LEWIS STREET,HARTFORD,CT,6103
"SPOTTS LAW OFFICE, LLC",666034,MONIQUE JOHNSON,MONIQUE R. JOHNSON,11/14/2000,Dissolved,Domestic Limited Liability Company,75 SOUND BREEZE AVENUE,GROTON,CT,6340
"SPRUANCE LAW FIRM, P.C.",298912,,DAVID M SPRUANCE,05/18/1994,Active,Domestic Stock Corporation,,,,
"STANFORD LAW OFFICES, LLC",972551,TAMI A. STANFORD,TAMI ALLISON STANFORD,05/21/2009,Dissolved,Domestic Limited Liability Company,60 GREEN HILL RD,ORANGE,CT,6477
"STANGER STANFIELD LAW, LLC",1057362,BRUCE H. STANGER,BRUCE H. STANGER,01/03/2012,Active,Domestic Limited Liability Company,"433 SOUTH MAIN STREET, STE. 112",WEST HARTFORD,CT,6110
"STANTON IP LAW, LLC",1088327,GERALD J. STANTON,CHRISTIAN R. HOHEB,11/07/2012,Dissolved,Domestic Limited Liability Company,"433 SOUTH MAIN STREET, SUITE 105",WEST HARTFORD,CT,6110
"STARON LAW, LLC",1066514,LISA P. STARON,"LISA P. STARON, ESQ.",03/21/2012,Dissolved,Domestic Limited Liability Company,"78 BEAVER ROAD, 2ND FLOOR",WETHERSFIELD,CT,6109
"STEPHEN G. HARDING, ATTORNEY-AT-LAW, LLC",1110633,STEPHEN G. HARDING,"STEPHEN G. HARDING, ESQ.",06/20/2013,Active,Domestic Limited Liability Company,"100 MILL PLAIN RD., 4TH FL.",DANBURY,CT,6811
"STERLING ATLANTIC LAW GROUP, PC",1094811,"ROBERT A. HURLEY, SCOTT B. WHEAT",,01/25/2013,Active,Foreign Stock Corporation,"1900 CAMPUS COMMONS, SUITE 520",RESTON,VA,20191
"STEVENSON LAW, LLC",1072902,JASON STEVENSON,JASON LEE STEVENSON,05/21/2012,Dissolved,Domestic Limited Liability Company,21 FERN CIRCLE,TRUMBULL,CT,6611
"STEWART & ASSOCIATES, P.C., ATTORNEYS AT LAW, A PROFESSIONAL CORPORATION",699364,"JEFFREY LUCAS, STEVEN STEWART",SECRETARY OF THE STATE,12/17/2001,Withdrawn,Foreign Stock Corporation,"GOFOR SERVICES, 240 SARGENT DRIVE",NEW HAVEN,CT,6511
"STILLMAN LAW OFFICE, LLC",1166757,"MICHAEL R. STILLMAN, STUART LEBENBOM","INCORP SERVICES, INC.",01/26/2015,Active,Foreign Limited Liability Company,"110 WEST ROAD, SUITE 217",TOWSON,MD,21204
"STRATEGIC LAW & MANAGEMENT, LLC",962811,LEE L BENNETT,LEE L. BENNETT,02/13/2009,Active,Domestic Limited Liability Company,11678 E. CHARTER OAK DR.,SCOTTSDALE,AZ,85259
"STRONG LAW GROUP, PLLC",1323344,DON STRONG,SECRETARY OF THE STATE OF CONNECTICUT,10/02/2019,Active,Foreign Limited Liability Company,"101 PARK AVE., STE 1300",OKLAHOMA CITY,OK,73102
"STRZEMIENSKI LAW OFFICES, LLC",996109,JULIE M. STRZEMIENSKI,JULIE M. STRZEMIENSKI,02/16/2010,Active,Domestic Limited Liability Company,82 VINE ST,NEW BRITAIN,CT,6052
"STUDENT FUNDED FELLOWSHIPS OF YALE LAW SCHOOL, INC.",156244,,ROBERTA LEA BRILMAYER,05/07/1984,Dissolved,Domestic Non-Stock Corporation,"YALE LAW SCHOOL, 127 WALL ST",NEW HAVEN,CT,6521
"STURGES AND MATHES LAW FIRM, LLC",1192544,KEVIN P. THORNTON,KEVIN P. THORNTON,12/09/2015,Dissolved,Domestic Limited Liability Company,538-A HERITAGE VILLAGE,SOUTHBURY,CT,6488
"STUTSKY LAW, LLC",1238368,RUSSELL STUTSKY,RUSSELL STUTSKY,05/05/2017,Active,Domestic Limited Liability Company,180 CHURCH STREET,NAUGATUCK,CT,6770
SUERTH LAW LLC,1283776,RYAN M SUERTH,RYAN M. SUERTH,09/04/2018,Active,Domestic Limited Liability Company,100 ALLYN STREET,HARTFORD,CT,6103
"SULLIVAN LAW FIRM, LLC",932239,BRADFORD J. SULLIVAN,BRADFORD J. SULLIVAN,03/20/2008,Dissolved,Domestic Limited Liability Company,4 POST OFFICE SQUARE,CLINTON,CT,6413
SULLIVAN LAW LLC,1241534,GEORGIA A. SULLIVAN,GEORGIA SULLIVAN,06/08/2017,Active,Domestic Limited Liability Company,322 EAST STREET,PLAINVILLE,CT,6062
"SUMMIT LAW FIRM, LLC",1289892,GUILLERMO GEISSE,SECRETARY OF THE STATE OF CONNECTICUT,11/06/2018,Active,Foreign Limited Liability Company,"259 S. CENTER ST., SUITE 306",CASPER,WY,82601
"SUPREME LAW, L.L.C.",838876,"TRIUMPH MARKETING GROUP, LLC",DAVID S. SHEILDS II,11/08/2005,Active,Domestic Limited Liability Company,43 HEATHER LANE,WILTON,CT,6897
"SURFSET LAW, INC.",101998,,GAIL P SCHERER,02/11/1980,Forfeited,Domestic Stock Corporation,"P O BOX 638, PLAINS RD",ESSEX,CT,6426
"SUSAN HUFFARD, ATTORNEY AT LAW, LLC",763930,SUSAN HUFFARD,SUSAN HUFFARD,10/28/2003,Dissolved,Domestic Limited Liability Company,27 GLEN HILL ROAD,WILTON,CT,6897
"SUSAN M. PHILLIPS ATTORNEY-AT-LAW, LLC",793367,SUSAN M. PHILLIPS,SUSAN M. PHILLIPS,08/12/2004,Active,Domestic Limited Liability Company,115 GARDNER AVE,NEW LONDON,CT,6320
"SUSAN M. WILLIAMS, L.L.C., ATTORNEY AT LAW",635333,SUSAN M. WILLIAMS,SUSAN M. WILLIAMS,11/16/1999,Active,Domestic Limited Liability Company,146 HIGH STREET,ENFIELD,CT,6082
"SWANSON LAW, LLC",1138139,JOHN B. SWANSON,JOHN B. SWANSON,04/02/2014,Active,Domestic Limited Liability Company,"9 AUSTIN DRIVE, SUITE 212",MARLBOROUGH,CT,6447
SWEENEY LAW FIRM LLC,1229994,MICHAEL J. SWEENEY,MICHAEL J. SWEENEY,02/15/2017,Active,Domestic Limited Liability Company,"77 WALL ST., STE. 1-WEST, STE. 1-WEST",MADISON,CT,6443
"SWEET LAW, LLC",1198653,KRISTEN A. SWEET,KRISTEN A. SWEET,02/16/2016,Active,Domestic Limited Liability Company,83 ROBERTSON ROAD,HAMDEN,CT,6518
SYNESIS LAW P.C.,1117664,M NICOLE MARCEY,"NATIONAL REGISTERED AGENTS, INC.",08/30/2013,Active,Domestic Stock Corporation,301 EDGEWATER PLACE,WAKEFIELD,MA,1880
"TAALMAN & PHILLIPS, ATTORNEYS-AT-LAW, A PROFESSIONAL CORPORATION",218274,,THEODORE N. PHILLIPS II,06/14/1988,Dissolved,Domestic Stock Corporation,"SUITE 215, 12 CASE ST",NORWICH,CT,6360
"TAMARA L. PETERSON, ESQ. ATTORNEY AT LAW, LLC",871222,TAMARA PETERSON,TAMARA L. PETERSON,08/30/2006,Active,Domestic Limited Liability Company,"31 CHERRY ST, SUITE 105",MILFORD,CT,6460
"TARABISHY LAW FIRM, LLC",1344620,NADIM TARABISHY,NADIM TARABISHY,05/20/2020,Active,Domestic Limited Liability Company,"102 OAK STREET, 1ST FLOOR",HARTFORD,CT,6106
TARTSINIS LAW OFFICE LLC,1094560,"DESPINA C. TARTSINIS, ESQ.","DESPINA C. TARTSINIS, ESQ.",01/11/2013,Active,Domestic Limited Liability Company,"122 PROSPECT HILL ROAD, SUITE 24",EAST WINDSOR,CT,6088
"TAURUS LAW GROUP, P.C.",1160558,"JAMES ANTHONY CAMBECE, JR.",SECRETARY OF THE STATE OF CONNECTICUT,11/24/2014,Withdrawn,Foreign Stock Corporation,"100 CUMMINGS CENTER, SUITE 246P",BEVERLY,MA,1915
"TDH LAW, LLC",1068198,TODD D. HAASE,TODD D. HAASE,04/04/2012,Active,Domestic Limited Liability Company,165 STROBEL ROAD,TRUMBULL,CT,6611
"TEDFORD LAW FIRM, P.C.",528695,DEBORAH J. TEDFORD,"RICHARD CRIST PALMER, JR.",01/12/1996,Active,Domestic Stock Corporation,11 MASON'S ISLAND ROAD,MYSTIC,CT,6355
TEMPLE LAW PLLC,1258831,LISA TEMPLE,LISA TEMPLE,12/26/2017,Active,Domestic Limited Liability Company,5 NEWMAN PLACE,BROOKFIELD,CT,6804
TENET LAW GROUP LLC,1287850,VERONICA MUNOZ,LEGALINC CORPORATE SERVICES INC.,10/16/2018,Active,Domestic Limited Liability Company,320 BAYBERRY LANE,WESTPORT,CT,6880
"TERRI STEIN EMPLOYMENT LAW TRAINING & CONSULTING, LLC",600502,TERRI L STEIN,"TERRI L. STEIN, ESQUIRE",08/25/1998,Active,Domestic Limited Liability Company,8 HEDGEROW LANE,GREENWICH,CT,6831
"TERRY L. SACHS, P.C., ATTORNEY-AT-LAW",174494,,TERRY L. SACHS ESQ,09/24/1985,Dissolved,Domestic Stock Corporation,91 WEST ST,DANBURY,CT,6810
"TESTAN LAW, A PROFESSIONAL CORPORATION",1140494,"JEFFREY ADELSON, KATHLEEN BRUNDO, STEVEN C TESTAN",CORPORATE CREATIONS NETWORK INC.,04/25/2014,Active,Foreign Stock Corporation,"5805 SEPULVEDA BLVD, 8TH FLOOR",VAN NUYS,CA,91411
"THE ADAMS LAW FIRM, P.C.",1074342,ELIZABETH ADAMS,ELIZABETH KNIGHT ADAMS,06/04/2012,Active,Domestic Stock Corporation,"41B NEW LONDON TURNPIKE, SUITE 7C",GLASTONBURY,CT,6033
"THE ADOPTION & REPRODUCTIVE LAW GROUP, LLC",873992,JODI MURRAY GREGG,"JODI MURRAY GREGG, ATTORNEY AT LAW",09/25/2006,Active,Domestic Limited Liability Company,300 BEDFORD STREET,STAMFORD,CT,6901
THE ADVOCATE LAW GROUP LLC,786548,CHARLES G. PARKS JR,CHARLES G. PARKS,06/02/2004,Active,Domestic Limited Liability Company,"800 SUMMER STREET, SUITE #506",STAMFORD,CT,6901
"THE AJELLO LAW FIRM, LLC",975545,MICHAEL J. AJELLO,MICHAEL J. AJELLO,06/23/2009,Active,Domestic Limited Liability Company,445 WASHINGTON AVENUE,NORTH HAVEN,CT,6473
"THE ALEXANDER SCHEIRER LAW FIRM, LLC",727115,ALEXANDER SCHEIRER,ROBERTA GELLER,09/27/2002,Active,Domestic Limited Liability Company,2519 WHITNEY AVENUE,HAMDEN,CT,6518
"THE ALGILANI LAW FIRM, LLC",1320702,DANIEL K. ALGILANI,DANIEL K. ALGILANI,09/04/2019,Active,Domestic Limited Liability Company,"228 MEADOW STREET, SUITE 401",WATERBURY,CT,6702
"THE ALI LAW FIRM, LLC",943413,"DAISY P. GARCES, KHALID M. ALI","DAISY P. GARCES, ESQUIRE",07/07/2008,Active,Domestic Limited Liability Company,150 NEW HAVEN AVE.,MILFORD,CT,6460
"THE ANTONIO LAW FIRM, LLC",649702,,ANDREW S. WHITE,04/20/2000,Active,Domestic Limited Liability Company,"500 EAST MAIN STREET, STE 326",BRANFORD,CT,6405
"THE ARONS LAW FIRM, LLC",636370,MARK D. ARONS,MARK D. ARONS,12/01/1999,Dissolved,Domestic Limited Liability Company,234 MAIN ST,WESTPORT,CT,6880
"THE AVCOLLIE LAW FIRM, LLC",967261,CHRISTOPHER S. AVCOLLIE,CHRISTOPHER S. AVCOLLIE,03/26/2009,Dissolved,Domestic Limited Liability Company,"6 CAMBRIDGE DR., STE. 301",TRUMBULL,CT,6611
"THE AZAM LAW FIRM, LLC",985793,NISHAT AZAM,SECRETARY OF THE STATE,10/15/2009,Cancelled,Foreign Limited Liability Company,"1307 SOUTH INTERNAITONAL PARKWAY, SUITE 1071",LAKE MARY,FL,32746
"THE BACHAND LAW FIRM, LLC",931656,TANYA BACHAND,TANYA BACHAND,03/17/2008,Dissolved,Domestic Limited Liability Company,17 HICKORY COURT,WALLINGFORD,CT,6492
THE BAROCAS LAW FIRM LLC,732366,MORRIS BAROCAS,"MORRIS L. BAROCAS, ESQ.",11/21/2002,Active,Domestic Limited Liability Company,"1037 E PUTNAM AVE, 2ND FL",RIVERSIDE,CT,6878
"THE BARRATO LAW FIRM, LLC",1001968,CHRISTOPHER BARRATO,CHRIS BARRATO,04/14/2010,Active,Domestic Limited Liability Company,200 DUNNLEA ROAD,FAIRFIELD,CT,6824
"THE BARRISTER LAW GROUP, LLC",712106,KYLE A. HARRELL,FEMI BOGLE-ASSEGAI,04/17/2002,Dissolved,Domestic Limited Liability Company,"211 STATE STREET, 3RD FL.",BRIDGEPORT,CT,6604
"THE BARTH LAW FIRM, LLC",1090374,VINCENT P. BARTH,VINCENT P. BARTH,11/30/2012,Dissolved,Domestic Limited Liability Company,"500 W. PUTNAM AVE., SUITE 400",GREENWICH,CT,6830
THE BARTINIK LAW FIRM LLC,1298805,"PETER J. BARTINIK, JR.","PETER J. BARTINIK, JR.",02/08/2019,Active,Domestic Limited Liability Company,100 FORT HILL RD.,GROTON,CT,6340
"THE BARTINIK LAW FIRM, LLC",1129275,"PETER J. BARTINIK, JR.",PETER J. BARTINIK JR.,01/02/2014,Dissolved,Domestic Limited Liability Company,100 FORT HILL ROAD,GROTON,CT,6340
"THE BARTINIK LAW FIRM, P.C.",293678,"LORI N. BARTINIK, PETER J. BARTINIK, PETER J. BARTINIK, JR",PETER J BARTINIK,12/30/1993,Dissolved,Domestic Stock Corporation,100 FORT HILL RD.,GROTON,CT,6340
"THE BATTERSBY LAW GROUP, LLC",1106181,GREGORY J. BATTERSBY,JACOB P. BRYNICZKA,05/08/2013,Active,Domestic Limited Liability Company,"49 RESEARCH DR, SUITE A, SUITE A",MILFORD,CT,6460
"THE BAUSCH LAW GROUP, LLC",1055862,RYAN E. BAUSCH,RASHID A ABDURAHMAN,12/09/2011,Dissolved,Domestic Limited Liability Company,"1100 NEW BRITAIN AVE., SUITE 107",WEST HARTFORD,CT,6110
"THE BILLER LAW FIRM, LLC",632796,JON D. BILLER,JON D. BILLER,10/18/1999,Active,Domestic Limited Liability Company,2750 WHITNEY AVENUE,HAMDEN,CT,6518
"THE BILLER LAW FIRM, LLC",837883,JON D. BILLER,JON D. BILLER,10/24/2005,Dissolved,Domestic Limited Liability Company,2750 WHITNEY AVENUE,HAMDEN,CT,6518
"THE BLAKE LAW FIRM, LLC",825993,JULIE D. BLAKE,JULIE D. BLAKE,06/24/2005,Active,Domestic Limited Liability Company,"197 DUGG HILL RD, P O BOX 173",EAST WOODSTOCK,CT,6244
THE BLOMBERG LAW FIRM LLC,1182519,ERIC G. BLOMBERG,ERIC G. BLOMBERG,08/03/2015,Active,Domestic Limited Liability Company,"1087 BROAD STREET, 2ND FLOOR",BRIDGEPORT,CT,6604
"THE BONADIES LAW FIRM, LLC",957039,ANTHONY S. BONADIES,ANTHONY S. BONADIES,12/09/2008,Active,Domestic Limited Liability Company,"3190 WHITNEY AVENUE, BUILDING 1",HAMDEN,CT,6518
"THE BOYD LAW GROUP, LLC",1150220,PATRICK BOYD,"VCORP SERVICES, LLC",07/28/2014,Active,Foreign Limited Liability Company,"370 LEXINGTON AVENUE, SUITE 1012",NEW YORK,NY,10017
"THE BRACHFELD LAW GROUP, A PROFESSIONAL CORPORATION",908066,ERICA L. BRACHFELD,SECRETARY OF THE STATE,08/01/2007,Active,Foreign Stock Corporation,"880 APOLLO STREET, SUITE 155",EL SEGUNDO,CA,90245
"THE BRAY LAW FIRM, LLC",777599,ANA MARIE CASTLE BRAY,ANA MARIE CASTLE BRAY,03/09/2004,Active,Domestic Limited Liability Company,25 BRADLEY WAY,GLASTONBURY,CT,6033
"THE BYSIEWICZ-DONALDSON LAW FIRM, LLC",1225912,"DAVID H. DONALDSON, SUSAN BYSIEWICZ",DAVID H. DONALDSON,01/04/2017,Active,Domestic Limited Liability Company,90 COURT ST.,MIDDLETOWN,CT,6457
"THE CANNELLA LAW FIRM, LLC",887685,RENEE MAYERSON CANNELLA,RENEE CANNELLA,02/02/2007,Active,Domestic Limited Liability Company,"1127 HIGH RIDGE RD.. #221, #221",STAMFORD,CT,6905
"THE CARRANO LAW FIRM, LLC",772426,CHRISTI M CARRANO,"ANTHONY J. ELIA, JR.",01/26/2004,Active,Domestic Limited Liability Company,270 QUINNIPIAC AVE,NORTH HAVEN,CT,6473
"THE CARRINGTON LAW FIRM, P.C.",1271618,"MARK CARRINGTON, MICHAEL P. CARRINGTON",MICHAEL P. CARRINGTON,04/27/2018,Active,Domestic Stock Corporation,678 CHASE PARKWAY,WATERBURY,CT,6708
"THE CARROLL LAW FIRM, P.C.",1176594,ROBERT F CARROLL,"ROBERT F. CARROLL, ESQ.",05/07/2015,Active,Domestic Stock Corporation,"1051 BOSTON POST ROAD, SUITE 2",DARIEN,CT,6820
"THE CASTRO LAW FIRM, LLC",841696,CARMEN I. CASTRO,"CARMEN J. CASTRO, ESQ.",12/06/2005,Active,Domestic Limited Liability Company,"305 BOSTON AVENUE, SUITE 300 D,E,F",STRATFORD,CT,6614
THE CAVA LAW FIRM LLC,1058066,GREGORY J. CAVA,GREGORY J. CAVA,01/03/2012,Active,Domestic Limited Liability Company,73 SOUTHBURY RD,ROXBURY,CT,6783
